artist,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration_ms,song_popularity,popularity,sentiment,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,audio_mode_0.0,audio_mode_1.0,time_signature_1.0,time_signature_3.0,time_signature_4.0,time_signature_5.0
어반폴리,0.656,0.549,0.48,0.0,0.121,-5.447,0.0263,84.891,0.524,165877.0,12,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Avii Garde,4.03e-05,0.405,0.831,4.53e-06,0.254,-5.395,0.0333,172.054,0.475,196874.0,32,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
BBAHN,0.76,0.435,0.505,0.0,0.146,-5.445,0.0474,133.849,0.457,202575.0,12,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Yojung,0.113,0.737,0.604,0.000136,0.334,-6.433,0.0596,88.017,0.713,163750.0,17,0,0.5416666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Gemstone,0.225,0.439,0.553,0.0,0.127,-3.387,0.0282,137.9,0.323,266413.0,16,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Cloudybay,0.172,0.317,0.619,0.0,0.0963,-4.646,0.0477,182.335,0.274,238677.0,24,0,-0.09999999999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Echae Kang,0.891,0.595,0.326,0.0164,0.106,-7.409,0.0335,84.991,0.241,216427.0,15,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
KyoungSeo,0.305,0.652,0.844,0.0,0.0991,-1.802,0.0358,97.028,0.703,198987.0,45,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Choisoowoong,0.725,0.652,0.207,0.0,0.195,-10.723,0.0364,113.832,0.153,280250.0,16,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
LIA (ITZY),0.844,0.534,0.356,0.0,0.0968,-6.854,0.0307,129.352,0.349,236308.0,50,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
The Ska Jazz Unit,0.248,0.807,0.499,3.07e-05,0.112,-7.241,0.0648,82.051,0.727,234923.0,12,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
The Sound,5.94e-05,0.507,0.889,1.35e-05,0.127,-4.828,0.0427,140.059,0.444,240368.0,13,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1%,0.303,0.713,0.743,0.0,0.131,-4.096,0.0285,103.963,0.701,212792.0,12,0,0.2857142857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Song Ga In,0.448,0.531,0.572,0.0,0.22,-4.257,0.0295,94.99,0.172,235907.0,29,0,0.375,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
아이리 칸나,0.133,0.687,0.955,0.0,0.336,-1.759,0.127,127.955,0.717,206400.0,41,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Yu ji eun,0.678,0.355,0.311,2.85e-06,0.212,-8.463,0.0307,71.383,0.323,231667.0,11,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
무성,0.454,0.392,0.466,0.0,0.245,-4.299,0.0286,151.765,0.229,271872.0,11,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
JeongWoo Ko,0.315,0.686,0.805,0.0,0.29,-3.521,0.0328,138.031,0.817,198512.0,9,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
234,0.568,0.634,0.33,5.03e-05,0.146,-10.663,0.0376,172.067,0.543,177165.0,10,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
CANDO,0.688,0.531,0.428,0.0,0.313,-5.568,0.0305,131.654,0.209,204002.0,10,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
SFC.JGR,0.371,0.613,0.658,1.23e-05,0.0971,-8.72,0.126,75.917,0.491,213040.0,29,0,-0.09999999999999998,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Paul Kim,0.186,0.744,0.72,0.0,0.38,-4.255,0.0304,105.053,0.419,199133.0,51,1,-0.07500000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
INJAE,0.397,0.571,0.725,0.0,0.315,-2.812,0.0441,159.803,0.57,196075.0,41,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
TRI.BE,0.299,0.737,0.785,0.0,0.139,-2.825,0.119,110.107,0.688,177533.0,39,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Xitsuh,0.427,0.681,0.59,0.00025,0.113,-6.965,0.0442,82.506,0.66,217500.0,16,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Advanced,0.0261,0.702,0.857,9.89e-05,0.213,-3.836,0.0447,99.986,0.498,190520.0,26,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
BF,0.47,0.617,0.567,0.0,0.377,-6.1,0.0433,91.022,0.588,215500.0,22,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
CRYBABY,0.678,0.81,0.557,3.4e-06,0.117,-6.112,0.118,100.013,0.65,193467.0,19,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
HEIZE,0.755,0.399,0.624,0.0,0.0945,-6.274,0.0597,169.835,0.295,168473.0,41,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
The Stray,0.759,0.562,0.473,0.0,0.166,-5.546,0.0364,125.803,0.25,223240.0,27,0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
COOING,0.572,0.679,0.578,0.0,0.141,-4.844,0.0342,99.937,0.197,203427.0,29,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PLAVE,0.49,0.843,0.567,0.00106,0.123,-5.569,0.0342,100.03,0.669,147373.0,64,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Nam Dong Hyun,0.626,0.785,0.583,0.956,0.354,-9.628,0.0694,108.09,0.157,84583.0,25,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
LUCY,0.0601,0.649,0.649,0.0,0.106,-4.644,0.0305,113.986,0.468,213660.0,38,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Dreamcatcher,0.00417,0.487,0.858,0.0,0.149,-3.915,0.0603,157.962,0.523,213507.0,71,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
채수빈,0.0349,0.8,0.732,0.0,0.124,-3.745,0.0408,120.011,0.286,182773.0,48,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
PATEKO,0.159,0.564,0.642,0.0,0.154,-5.489,0.0328,159.858,0.399,200880.0,36,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
SECRET NUMBER,0.281,0.687,0.914,0.0,0.383,-1.503,0.0589,100.964,0.767,185213.0,57,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ENHYPEN,0.285,0.795,0.781,0.0,0.108,-4.647,0.141,104.972,0.687,157532.0,88,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Lee Moon Sae,0.75,0.523,0.499,0.118,0.187,-5.47,0.024,82.013,0.292,218000.0,48,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Padi,0.614,0.609,0.55,0.0,0.149,-7.163,0.0587,96.024,0.534,184908.0,46,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Jeong Dong Won,0.317,0.48,0.427,0.0,0.106,-6.213,0.03,131.724,0.156,224507.0,23,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
K.vsh,0.439,0.635,0.487,0.0,0.121,-7.278,0.0909,131.601,0.171,277260.0,31,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Choi Jungyoon,0.732,0.657,0.62,0.000263,0.192,-7.388,0.0639,125.945,0.41,188841.0,32,0,-0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Jang HeeWon,0.881,0.544,0.278,0.0,0.0895,-10.126,0.0336,99.416,0.138,187627.0,30,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Seokman Cheon,0.633,0.795,0.507,1.69e-06,0.211,-6.432,0.0661,96.962,0.37,198000.0,18,0,0.375,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
ALEPH,0.675,0.623,0.587,0.00121,0.284,-7.216,0.0341,135.99,0.271,225882.0,31,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Doha (XEED),0.721,0.733,0.563,0.0,0.152,-5.13,0.0261,105.998,0.699,225429.0,35,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Jay Park,0.124,0.584,0.712,0.0,0.118,-7.215,0.204,103.914,0.649,186019.0,66,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
KARD,0.0443,0.81,0.841,0.0,0.161,-1.843,0.097,112.002,0.697,179240.0,74,1,-0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Wonstein,0.0454,0.913,0.501,0.0,0.117,-8.76,0.0653,130.055,0.402,136973.0,43,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Sweden Laundry,0.853,0.606,0.294,0.0,0.11,-9.211,0.0362,130.086,0.604,187987.0,25,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
DONGHAE,0.0428,0.572,0.892,0.0,0.335,-4.104,0.0404,129.955,0.788,222080.0,34,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Jukjae,0.579,0.557,0.33,0.000129,0.106,-9.198,0.0301,74.746,0.408,215467.0,40,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
SEOLA,0.834,0.612,0.549,1.98e-06,0.221,-6.529,0.0379,90.058,0.241,219613.0,33,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Ourealgoat,0.316,0.801,0.614,0.0,0.134,-6.41,0.0518,91.995,0.42,128804.0,34,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Glen Check,0.000116,0.305,0.803,0.00573,0.279,-3.577,0.0364,100.024,0.178,173173.0,37,0,-0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Bily Acoustie,0.0816,0.609,0.615,0.0,0.109,-5.201,0.0346,93.849,0.365,184330.0,29,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Han All,0.859,0.78,0.357,0.0,0.104,-7.383,0.035,112.131,0.526,232588.0,26,0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
JOOHONEY,0.252,0.614,0.788,0.0,0.267,-2.879,0.068,138.002,0.37,211480.0,68,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Lee Seok Hoon,0.676,0.599,0.7,0.0,0.116,-6.067,0.0646,159.707,0.426,245027.0,32,0,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Danielle,0.914,0.382,0.177,0.0,0.108,-13.733,0.0423,81.708,0.309,214373.0,61,1,-0.1875,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Ulala Session,0.59,0.437,0.521,0.0,0.179,-5.392,0.033,135.673,0.19,260653.0,22,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
lobonabeat!,0.084,0.845,0.532,0.000213,0.0708,-6.03,0.0814,75.019,0.302,125000.0,34,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Ja Jung,0.473,0.437,0.746,0.0,0.118,-2.304,0.0475,173.736,0.243,233827.0,26,0,0.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
YOUNGTAK,0.13,0.7,0.65,0.0,0.0683,-3.314,0.0453,104.034,0.736,166960.0,26,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
BUMJIN,0.573,0.557,0.684,0.0,0.0679,-4.53,0.061,180.065,0.695,194167.0,23,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Sogaksogak,0.55,0.687,0.586,0.0,0.056,-4.857,0.115,91.073,0.686,148973.0,25,0,-0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Sung Si Kyung,0.771,0.496,0.427,0.000142,0.108,-9.015,0.0277,75.056,0.204,182800.0,35,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Jackal,0.172,0.824,0.887,0.00281,0.166,-2.007,0.148,150.054,0.85,234229.0,18,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
DNEIRF,0.588,0.868,0.522,0.0,0.0862,-5.962,0.0721,91.98,0.805,138323.0,19,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Yeoeun,0.754,0.47,0.474,0.0,0.0925,-4.374,0.0316,136.073,0.231,201035.0,16,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
GRAM,0.384,0.661,0.58,0.0,0.219,-4.728,0.196,73.047,0.885,193160.0,19,0,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
천재호영,0.0293,0.859,0.563,0.000473,0.163,-7.179,0.227,83.026,0.687,147397.0,17,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
D-Hack,0.684,0.526,0.612,0.0,0.41,-6.019,0.0536,169.929,0.346,230824.0,20,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Holynn,0.11,0.739,0.602,0.0,0.361,-3.945,0.0782,154.929,0.884,174520.0,20,0,-0.6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Masterclass,0.913,0.679,0.305,0.049,0.0992,-15.421,0.29,89.97,0.172,220000.0,19,0,-0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
YUN HYUN JI,0.707,0.736,0.536,0.000452,0.0783,-7.82,0.0585,79.991,0.107,197451.0,17,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Ran,0.759,0.413,0.501,0.0,0.131,-5.389,0.0356,129.852,0.243,189616.0,15,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Slowcity,0.115,0.518,0.813,0.0,0.236,-4.468,0.0831,177.881,0.711,238053.0,16,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Sin Ye Young,0.499,0.476,0.542,0.0,0.165,-4.664,0.0293,131.737,0.222,235307.0,31,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
THAMA,0.674,0.71,0.29,8.22e-06,0.119,-7.28,0.0294,116.908,0.409,152963.0,44,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
GUNHO,0.782,0.807,0.412,0.0,0.2,-6.447,0.038,117.071,0.7,233846.0,28,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
JAEMAN,0.827,0.664,0.381,0.0,0.112,-6.307,0.0257,80.006,0.473,197440.0,24,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Deepshower,0.00196,0.572,0.722,1.72e-06,0.0843,-5.644,0.0991,105.228,0.206,170611.0,25,0,0.3181818181818182,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Ryo,0.0346,0.725,0.503,0.0,0.141,-8.209,0.0334,124.98,0.833,159115.0,15,0,-0.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
yukon,0.758,0.244,0.45,0.0,0.369,-5.304,0.0309,80.672,0.201,208453.0,23,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1set,0.535,0.606,0.482,0.0,0.216,-5.896,0.072,171.923,0.649,207707.0,21,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
N.Flying,0.175,0.64,0.831,0.0,0.124,-3.399,0.0744,105.093,0.807,215093.0,52,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Yang Da Il,0.00563,0.38,0.851,0.0,0.26,-5.379,0.153,88.861,0.509,226915.0,25,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
안신애,0.2,0.554,0.86,0.0,0.372,-3.393,0.0343,129.916,0.615,148587.0,46,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Rad Museum,0.122,0.697,0.642,3.78e-06,0.15,-6.329,0.0865,155.029,0.59,213000.0,38,0,-0.2916666666666667,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
NONE,0.504,0.629,0.576,0.0,0.118,-5.537,0.0436,124.018,0.314,240067.0,16,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
YooJeong,0.344,0.869,0.667,0.0,0.0714,-4.363,0.0333,106.015,0.927,147733.0,17,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
수빈,0.0201,0.229,0.839,0.0,0.121,-1.838,0.0464,180.081,0.472,221413.0,15,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Kwon Byul,0.977,0.384,0.236,0.000764,0.108,-8.232,0.0379,180.782,0.2,149500.0,14,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Kim Seheon,0.288,0.641,0.842,0.0,0.0978,-5.281,0.0347,94.994,0.188,106554.0,18,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
nautilus,0.183,0.716,0.792,0.0,0.285,-2.687,0.122,105.004,0.713,226907.0,18,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Coa White,0.444,0.879,0.648,0.0,0.0732,-5.859,0.324,137.927,0.866,185250.0,19,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
DOJIN,0.522,0.757,0.542,0.0,0.0899,-4.804,0.142,172.048,0.803,138663.0,24,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Homemade recording,0.712,0.771,0.256,0.0,0.122,-11.608,0.0426,119.815,0.591,182187.0,14,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
REBENN,0.628,0.744,0.549,1.15e-06,0.0975,-6.644,0.0322,160.039,0.716,177937.0,29,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Kim Min Wool,0.739,0.452,0.558,0.0,0.11,-3.835,0.0351,134.816,0.204,286894.0,12,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Song Pu Reum,0.644,0.471,0.516,0.0,0.0729,-3.606,0.0325,133.251,0.186,244000.0,22,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
CADEJO,0.0393,0.743,0.734,0.234,0.047,-9.074,0.0694,113.445,0.963,152000.0,20,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1sagain,0.241,0.671,0.754,0.0,0.818,-4.15,0.0437,103.003,0.56,224093.0,14,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
MaseWonder,0.104,0.552,0.54,0.0,0.0721,-6.805,0.0679,180.937,0.342,150064.0,15,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Norwegian Wood,0.91,0.392,0.215,4.09e-05,0.124,-10.511,0.0334,128.335,0.219,202479.0,17,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
16,0.164,0.751,0.547,0.0,0.403,-5.148,0.0349,131.985,0.391,227187.0,25,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
SEUNGKWAN,0.867,0.541,0.594,1.31e-05,0.109,-6.761,0.031,139.895,0.191,229714.0,62,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
LEE CHANGSUB,0.45,0.637,0.644,0.0,0.0741,-3.837,0.0256,93.022,0.395,236000.0,41,0,0.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Mac Kidd,0.369,0.903,0.791,2.29e-06,0.122,-7.156,0.124,140.057,0.365,222037.0,13,0,-0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Lee Chae Bin,0.5,0.633,0.61,0.0,0.267,-4.663,0.0423,94.011,0.485,171373.0,16,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
AleXa,0.0423,0.849,0.87,0.0,0.0273,-2.853,0.11,117.974,0.719,192973.0,32,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Ha Sang Wook,0.722,0.428,0.228,0.0,0.125,-8.697,0.0317,132.082,0.34,242707.0,14,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
HANDAM,0.0308,0.769,0.772,0.0,0.272,-4.2,0.0417,122.031,0.835,199920.0,23,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
umu,0.00044,0.502,0.578,0.00206,0.0951,-4.017,0.0791,165.003,0.5,150453.0,29,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Joo Hyunmin,0.842,0.493,0.381,0.0,0.106,-4.871,0.0298,131.967,0.265,228807.0,12,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Jxxn,0.415,0.551,0.597,0.00243,0.0979,-5.998,0.0302,180.014,0.354,176000.0,14,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
The Ade,0.776,0.572,0.589,0.0,0.0919,-4.095,0.0312,126.009,0.552,260760.0,21,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Unchan,0.897,0.545,0.217,0.0,0.373,-8.796,0.0335,173.786,0.252,203590.0,17,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Heo JeongHyuk,0.863,0.675,0.49,0.0106,0.371,-11.734,0.0387,110.015,0.375,195291.0,11,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Kajin,0.75,0.293,0.437,0.0,0.527,-5.256,0.0301,140.267,0.204,224048.0,11,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Asahi,0.639,0.818,0.643,0.0,0.092,-4.77,0.0346,113.009,0.876,176480.0,13,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Ahn Sung Hoon,0.0627,0.509,0.682,9.68e-06,0.273,-5.599,0.0424,114.351,0.384,207000.0,12,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Minsu,0.624,0.712,0.697,0.00582,0.106,-5.228,0.253,167.931,0.734,209074.0,34,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Goopy,0.0258,0.839,0.403,0.00045,0.0867,-5.455,0.0615,95.003,0.896,123107.0,27,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
YURI,0.226,0.656,0.797,0.0,0.345,-4.791,0.15,171.966,0.562,207853.0,22,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
BLACKSWAN,0.03,0.6,0.902,0.000308,0.175,-3.357,0.059,173.925,0.791,195467.0,62,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
SPR safety,0.109,0.656,0.891,0.0,0.0381,-3.431,0.362,160.269,0.792,168891.0,13,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Hoon(UKISS),0.0427,0.696,0.808,3.94e-05,0.157,-5.498,0.0739,100.003,0.394,239647.0,18,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Sik-K,0.0531,0.593,0.738,0.0,0.249,-4.439,0.0377,140.075,0.136,180360.0,50,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ATBO,0.0702,0.762,0.881,0.0,0.052,-2.368,0.0954,95.993,0.686,200413.0,47,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
JUNGWOO,0.937,0.478,0.132,0.000106,0.0991,-12.854,0.0314,75.481,0.16,147336.0,26,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Son June Hyuk,0.872,0.377,0.432,0.0,0.256,-5.253,0.0337,135.462,0.545,228498.0,11,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Lee Hong Ki (FTISLAND),0.477,0.469,0.468,0.0,0.133,-5.22,0.0305,129.692,0.109,256933.0,34,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
PICK on the top,0.299,0.773,0.792,0.0,0.195,-1.876,0.21,149.869,0.702,186733.0,52,1,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Myeong E-Wol,0.31,0.763,0.756,0.00434,0.194,-1.905,0.0568,109.993,0.8,232025.0,11,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
SOMA,0.00196,0.419,0.701,0.718,0.208,-5.519,0.128,172.009,0.0476,397385.0,21,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Kim Areum,0.182,0.698,0.688,0.0,0.271,-5.878,0.0534,100.006,0.742,206100.0,37,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Chan,0.105,0.891,0.814,0.0,0.0512,-5.529,0.0826,121.999,0.975,159587.0,36,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
오현우,0.948,0.354,0.255,1.03e-05,0.0784,-8.509,0.0355,96.719,0.546,243474.0,20,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Hwang Inhyeock,0.872,0.436,0.339,0.0,0.137,-6.571,0.0311,127.0,0.297,238133.0,18,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
J.Fla,0.693,0.751,0.443,0.0,0.114,-7.246,0.0466,127.815,0.708,160362.0,34,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
kuzi,0.389,0.816,0.464,0.0,0.112,-9.414,0.0793,149.943,0.309,172822.0,19,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
