,title,artist,album,uri,year,acousticness,danceability,key,energy,instrumentalness,liveness,loudness,audio_mode,speechiness,tempo,valence,duration_ms,time_signature,song_popularity
31,Sunny Summer,GFRIEND,GFRIEND Summer Mini Album 'Sunny Summer',spotify:track:7IE8eERSpTC9Jaw3arl99B,2018,0.0491,0.728,7,0.925,0.0,0.313,-1.741,1,0.0862,129.984,0.88,198536,4,47
32,"무제(無題) (Untitled, 2014)",G-DRAGON,KWON JI YONG,spotify:track:16BS342F89MDqouSxgLaUK,2018,0.785,0.583,4,0.461,1.7e-05,0.13,-5.153,1,0.0321,79.826,0.263,222868,4,60
33,favOriTe,LOONA,favOriTe,spotify:track:2hynpFtQsg5wqVevY8z6G7,2018,0.00841,0.59,4,0.941,0.0,0.402,-1.497,0,0.0555,98.986,0.581,194254,4,41
34,Lonely,JONGHYUN,"JONGHYUN The Collection ""Story Op.2""",spotify:track:5efB9wfc6dn3pzll9ElIrH,2018,0.63,0.559,3,0.526,0.0,0.144,-6.183,1,0.0368,86.91,0.344,244451,4,57
35,Lip & Hip,HyunA,Lip & Hip,spotify:track:5C2d3tz8WACjmw7T6TthQ2,2018,0.00117,0.742,11,0.847,8.49e-06,0.142,-2.763,0,0.0485,112.95,0.516,209747,4,58
36,I Am The Best,2NE1,I Am The Best,spotify:track:26EM9sZnQkLLQxixGd88KE,2018,0.00767,0.819,0,0.844,0.00834,0.056,-3.739,1,0.038,127.997,0.687,208731,4,69
37,MOVE,TAEMIN,MOVE - The 2nd Album,spotify:track:1cgBWgoL6520lR2QZDzdGN,2018,0.0153,0.697,8,0.713,0.0,0.0857,-5.273,0,0.115,99.964,0.667,211949,4,64
38,花요일 Blooming Day,EXO-CBX,Blooming Days - The 2nd Mini Album,spotify:track:4kmp56RAtXEzHOANS0BaLX,2018,0.00511,0.735,4,0.736,0.0,0.165,-3.266,0,0.277,117.975,0.813,199846,4,58
39,"눈,코,입 (Eyes, Nose, Lips)",TAEYANG,RISE,spotify:track:0lYtIvI7bO51PZSeK22Mbz,2018,0.736,0.63,0,0.516,0.0,0.264,-5.759,1,0.0379,143.786,0.254,229990,4,68
40,Gangnam Style (강남스타일),PSY,Gangnam Style (강남스타일),spotify:track:03UrZgTINDqvnUMbbIMhql,2018,0.00417,0.727,11,0.937,0.0,0.091,-2.871,0,0.286,132.067,0.749,219493,4,75
41,Beautiful,Crush,"Guardian (Original Television Soundtrack), Pt. 4",spotify:track:6mzF8HvHdVrzJNd8M1uFCS,2018,0.843,0.416,10,0.41,0.0,0.107,-6.146,1,0.0292,110.252,0.219,227584,4,70
42,Honestly,Eric Nam,Honestly,spotify:track:4LsX7Mz7zhNOoydJfhedL4,2018,0.0706,0.75,0,0.799,0.0,0.377,-2.788,0,0.0696,110.971,0.462,206848,4,50
43,seoul (prod. HONNE),RM,mono.,spotify:track:1sKsYTGy8XfHjCYqcudqG5,2018,0.344,0.581,0,0.664,2.48e-05,0.324,-8.63,1,0.0649,99.829,0.452,275955,4,67
44,Stay With Me,CHANYEOL,"Guardian (Original Television Soundtrack), Pt. 1",spotify:track:1HYzRuWjmS9LXCkdVHi25K,2018,0.431,0.558,0,0.526,0.0,0.126,-4.686,0,0.033,124.709,0.202,192441,4,75
45,Some,BOL4,Red Diary Page.1,spotify:track:3jsYQw78lrxJA2ysnmOIf9,2018,0.417,0.659,1,0.799,0.0,0.0562,-2.849,0,0.0629,103.991,0.782,181373,4,75
46,SoulMate (feat. IU),ZICO,SoulMate (feat. IU),spotify:track:1pz24zu5H9A0S1a2NKT4F0,2018,0.234,0.855,5,0.58,0.0,0.0965,-6.951,1,0.141,96.998,0.518,219391,4,58
47,We Go Up,NCT DREAM,We Go Up,spotify:track:26vOBLHS116a4WNUVlvAUW,2018,0.0138,0.893,8,0.77,0.0,0.225,-4.692,1,0.107,122.067,0.349,183293,4,64
48,And July,HEIZE,And July,spotify:track:0Yz3F0UGDibDe8uU69zmjn,2018,0.0401,0.734,2,0.852,0.0,0.196,-3.85,1,0.0916,98.504,0.787,226128,4,57
49,Scentist,VIXX,EAU DE VIXX,spotify:track:18oDuUN4ixceCOX6hkfdRZ,2018,0.117,0.617,10,0.829,0.0,0.115,-3.884,0,0.078,150.064,0.706,184794,4,43
