,title,artist,album,uri,year,acousticness,danceability,key,energy,instrumentalness,liveness,loudness,audio_mode,speechiness,tempo,valence,duration_ms,time_signature,song_popularity
28,Black Mamba,aespa,Black Mamba,spotify:track:1t2qYCAjUAoGfeFeoBlK51,2021,0.0618,0.52,2,0.915,0.000946,0.0856,-2.862,1,0.103,90.069,0.5,174933,4,69
29,SWIPE,ITZY,CRAZY IN LOVE,spotify:track:5au5BF6e1TgZFrdoAz9p6x,2021,0.00151,0.781,1,0.757,0.0,0.19,-4.268,1,0.0547,96.009,0.666,177893,4,0
30,#Twenty,ITZY,CRAZY IN LOVE,spotify:track:3CTZlHDyGpbzNyRCsPbdMK,2021,0.0893,0.956,1,0.717,0.0,0.0703,-5.105,1,0.205,127.971,0.688,174440,4,0
31,SHOOT!,ITZY,GUESS WHO,spotify:track:11RRkvXd7FvwxLWvtuBIR1,2021,0.353,0.852,9,0.759,1.86e-06,0.152,-4.45,1,0.0495,131.946,0.911,139213,4,0
32,MONEY,LISA,LALISA,spotify:track:7hU3IHwjX150XLoTVmjD0q,2021,0.161,0.831,1,0.554,6.12e-05,0.152,-9.998,0,0.218,140.026,0.396,168228,4,81
33,BEcause,Dreamcatcher,[Summer Holiday],spotify:track:3L74uwShK0JqEUZ5Y2JoDW,2021,0.0183,0.55,4,0.932,0.0,0.344,-2.75,0,0.0855,170.012,0.45,191947,4,58
34,Don't fight the feeling,EXO,DON'T FIGHT THE FEELING - Special Album,spotify:track:42fR3oINF3KfXCDtheoNiY,2021,0.0585,0.707,9,0.838,0.0,0.095,-2.983,0,0.117,128.007,0.832,176547,4,60
35,Dun Dun Dance,OH MY GIRL,Dear OHMYGIRL,spotify:track:54HsCR7lJJdwxmEnTY1JfF,2021,0.169,0.647,1,0.957,0.0,0.234,-0.384,0,0.0819,114.968,0.764,220560,4,60
36,Hello,JOY,Hello - Special Album,spotify:track:3cGp1jXxLReLKz7QgVbWZR,2021,0.351,0.392,2,0.894,0.0,0.349,-1.399,1,0.0459,185.869,0.644,218880,4,64
37,Advice,TAEMIN,Advice - The 3rd Mini Album,spotify:track:4rOODw637hsmsq0uzT0DN3,2021,0.406,0.659,9,0.821,0.0,0.114,-2.215,0,0.0468,161.983,0.353,191640,4,64
38,Bambi,BAEKHYUN,Bambi - The 3rd Mini Album,spotify:track:60VaORSJ5x1D4ZPSc0g2En,2021,0.434,0.438,7,0.632,0.0,0.214,-4.447,0,0.0417,61.45,0.386,213053,4,66
39,Fireworks (I'm The One),ATEEZ,ZERO : FEVER Part.2,spotify:track:0rNLaGUleZ91DXMxmZNq5v,2021,0.0419,0.724,0,0.904,4.79e-06,0.163,-3.815,1,0.0872,130.036,0.728,209575,4,65
40,Bicycle,CHUNG HA,Querencia,spotify:track:7wDVvxMUdW5MtJUqFtuXUz,2021,0.006,0.625,4,0.903,0.0,0.235,-2.519,1,0.0594,145.97,0.825,179156,4,59
41,CRY FOR ME,TWICE,CRY FOR ME,spotify:track:2xtP8RNbo2BEMzLX7tK7aq,2021,0.0542,0.702,10,0.692,0.0,0.0877,-5.405,1,0.0539,144.896,0.419,204168,4,74
42,Panorama,IZ*ONE,One-reeler / Act IV,spotify:track:0CnpSTdL9l5vQM4YnzXtyo,2021,0.0429,0.726,9,0.963,0.00157,0.128,-1.111,0,0.0916,126.062,0.769,222853,4,69
43,I CAN'T STOP ME,TWICE,Eyes Wide Open,spotify:track:37ZtpRBkHcaq6hHy0X98zn,2021,0.121,0.657,10,0.88,0.0,0.463,-3.672,0,0.102,150.084,0.769,205493,4,75
44,Blue Hour,TOMORROW X TOGETHER,minisode1 : Blue Hour,spotify:track:0JQHGu03YJikcND4SENdiW,2021,0.00962,0.71,3,0.82,0.0,0.0871,-4.362,0,0.0836,112.005,0.746,209105,4,54
45,WANNABE,ITZY,It'z Me,spotify:track:6tCssnvTUREcperDOUTqvA,2021,0.00795,0.809,6,0.911,0.000179,0.181,-4.41,0,0.0617,122.035,0.64,191242,4,1
46,God’s Menu,Stray Kids,GO LIVE,spotify:track:0RzT9tBLcQhofW2TNiHP9B,2021,0.00776,0.689,5,0.771,0.0,0.521,-3.618,1,0.0548,157.052,0.482,167922,4,1
47,Make A Wish (Birthday Song),NCT U,NCT RESONANCE Pt. 1 - The 2nd Album,spotify:track:6FdShjf7nA2cqEnpv1tIia,2021,0.0632,0.732,8,0.795,0.0,0.0569,-2.263,1,0.1,100.954,0.693,229400,4,55
48,Not Shy,ITZY,Not Shy,spotify:track:4ecVWqbtW6phQGpZMAyqIU,2021,0.155,0.776,2,0.911,2.59e-06,0.268,-3.08,0,0.131,101.027,0.56,177728,4,1
49,MORE & MORE,TWICE,MORE & MORE,spotify:track:3omvXShuRPM3zbDpWYqf5g,2021,0.0312,0.739,5,0.841,0.0,0.173,-4.162,1,0.06,106.99,0.562,199653,4,69
