,title,artist,album,uri,year,acousticness,danceability,key,energy,instrumentalness,liveness,loudness,audio_mode,speechiness,tempo,valence,duration_ms,time_signature,song_popularity
36,Lucky One,EXO,EX'ACT,spotify:track:6F07dfBaUEcylJdL3gky7y,2016,0.169,0.731,1,0.787,0.0,0.0892,-3.95,1,0.055,120.951,0.799,227486,4,55
37,Whoo,RAINBOW,RAINBOW 4th Mini Album 'Prism',spotify:track:26b32VMw5DcaCZhwMZzjep,2016,0.0555,0.702,5,0.963,0.0,0.399,-1.07,0,0.101,142.871,0.82,185060,4,30
38,Breathless,ASTRO,Summer Vibes,spotify:track:65pbvsULy9sfrcP9cYocA0,2016,0.143,0.769,4,0.979,0.0,0.492,-2.5,1,0.0603,113.997,0.801,199736,4,46
39,FXXK IT,BIGBANG,MADE,spotify:track:3lYvepDz6yYj29z7e4r5z0,2016,0.147,0.716,0,0.763,0.0,0.271,-3.001,0,0.0945,90.101,0.575,231748,4,63
40,Fanfare,SF9,SF9 1st Debut Single Album [Feeling Sensation],spotify:track:02jYQ47eGc0Dm9JiOcLBJ7,2016,0.0241,0.682,1,0.867,1.32e-06,0.329,-3.122,1,0.0292,97.004,0.595,193734,4,42
41,Why So Lonely,Wonder Girls,Why So Lonely,spotify:track:3mKK73NhylzXdHV4qZGxI4,2016,0.111,0.634,7,0.726,0.0,0.111,-5.086,1,0.133,155.161,0.809,206707,4,59
42,Queen,HISTORY,HIM,spotify:track:6LUT2J9XUctY7a0FrzivOw,2016,0.000419,0.55,7,0.893,0.0,0.264,-2.273,1,0.2,104.669,0.581,200430,4,39
43,BODY,MINO,The MOBB,spotify:track:03D2t5wn77cpCxH8p99ZvA,2016,0.0349,0.759,9,0.817,0.0,0.27,-3.102,0,0.0802,140.028,0.389,199336,4,53
44,Lie,BTS,Wings,spotify:track:1nWB8isqs2tviWk20G5pow,2016,0.00338,0.541,6,0.779,0.0,0.177,-5.581,0,0.033,94.069,0.501,215753,3,70
45,Better Day,100%,TIME LEAP,spotify:track:7ksqYECd57y4UbRePFZ25O,2016,0.0157,0.537,4,0.936,0.0,0.591,-3.231,0,0.0846,125.987,0.513,205000,4,25
46,안 믿을래,BerryGood,GLORY,spotify:track:06jtdJSVBxG5jRAODWB2xC,2016,0.0882,0.428,8,0.897,6.8e-06,0.14,-2.921,1,0.235,205.649,0.343,213844,4,31
47,Tinker Bell,APRIL,APRIL 2nd Mini Album 'Spring',spotify:track:7tjwRgsTfDDIxj1iIFNMkz,2016,0.148,0.715,0,0.922,0.0,0.263,-2.652,1,0.0358,125.934,0.684,201184,4,33
48,Free Somebody,LUNA,Free Somebody - The 1st Mini Album,spotify:track:2GYXeZioWBxUgsRZ30fvYt,2016,0.114,0.676,11,0.797,1.26e-06,0.344,-3.862,0,0.059,114.988,0.546,199824,4,46
49,CHEER UP,TWICE,Page Two,spotify:track:7lB4rxNVc7vm33ZSZXVRAQ,2016,0.139,0.551,6,0.885,0.0,0.114,-1.489,1,0.124,172.95,0.509,208853,4,69
