,title,artist,album,uri,year,acousticness,danceability,key,energy,instrumentalness,liveness,loudness,audio_mode,speechiness,tempo,valence,duration_ms,time_signature,song_popularity
10,Beep Beep,BTOB,Beep Beep,spotify:track:3kkSLkDByhZMcuJBfb5RFx,2014,0.0897,0.717,5,0.924,0.0,0.123,-2.469,0,0.0895,90.03,0.829,208718,4,41
11,GOOD BOY,GD X TAEYANG,GOOD BOY,spotify:track:5rPZMrKqHHVVCYOom7OkFO,2014,0.000875,0.745,1,0.825,0.000218,0.0828,-3.162,0,0.0352,95.001,0.242,245192,4,0
12,GHOST,Spica,Autumn X Sweetune Special Ghost,spotify:track:5O9bVQihrtL9Vo7nVTttNy,2014,0.44,0.547,2,0.884,0.0,0.096,-2.853,1,0.0747,88.054,0.592,204947,4,25
13,No Way,Bob Girls,The 1st Single Album,spotify:track:5hUN9qRgieS8uTd4MRvxTg,2014,0.34,0.758,6,0.839,0.0,0.108,-4.007,1,0.0542,105.038,0.716,216967,4,0
14,Quit Playing,U-KISS,MONO SCANDAL,spotify:track:0LqKiXzVqJvcgmZhQVHYiP,2014,0.0711,0.693,9,0.801,0.0,0.143,-5.746,0,0.0501,95.022,0.825,250906,4,0
15,Good-night Kiss,Jun Hyo Seong,TOP SECRET,spotify:track:02H8oE7CdYUh1FV9l1qYY7,2014,0.0725,0.731,4,0.788,0.0,0.389,-4.624,0,0.0904,133.01,0.674,205598,4,0
16,Short Hair,AOA,Short Hair,spotify:track:05G51ez5Z73NRE0l2QtZfH,2014,0.307,0.743,11,0.883,0.0,0.304,-2.016,1,0.0374,109.979,0.881,214589,4,49
17,War of Hormone,BTS,Dark & Wild,spotify:track:3D26URfsMlCNaa51mj9jOt,2014,0.116,0.612,9,0.993,0.0,0.307,-1.895,1,0.24,98.004,0.487,265602,4,0
18,Good Luck,Beast,Good Luck,spotify:track:1525jdrsuBkw29tUIP8YKR,2014,0.094,0.565,10,0.938,0.0,0.307,-2.756,0,0.106,100.043,0.577,202162,4,44
19,My Copycat,Orange Caramel,The Fourth Single 'My Copycat',spotify:track:37jsbSR1kLHfNWOjwFnTlD,2014,0.0932,0.746,6,0.951,0.00061,0.0576,-1.506,1,0.1,128.994,0.836,200160,4,42
20,A,GOT7,GOT♡,spotify:track:0r3LYm9Wtj94WyOO3AchZ9,2014,0.00837,0.709,7,0.803,0.0,0.11,-3.681,0,0.0316,102.947,0.436,182613,4,0
21,I Miss You,Girl's Day,Girl's Day Love Second Album,spotify:track:65jNgEIj7Jk5Nz5YkNzmEs,2014,0.6,0.521,8,0.832,0.0,0.12,-5.145,1,0.143,171.679,0.417,217108,4,0
22,Peppermint Chocolate (feat.Whee sung),K.Will,Peppermint Chocolate,spotify:track:5BfBVr2vacXxUKbAH7JCDd,2014,0.374,0.781,7,0.896,0.0,0.31,-2.264,1,0.0791,111.028,0.839,210250,4,31
23,미친거 아니야? GO CRAZY!,2PM,미친거 아니야? GO CRAZY!,spotify:track:46z6qCUJebtgqen1JN1yf3,2014,0.0447,0.741,3,0.896,0.0,0.389,-2.445,0,0.104,123.018,0.886,239262,4,0
24,Catallena,Orange Caramel,THE THIRD SINGLE CATALLENA,spotify:track:5fWKr5p15BTazjflJ6HX5j,2014,0.0325,0.69,4,0.931,4.37e-05,0.199,-2.061,0,0.0298,126.983,0.957,193154,4,57
25,KISS KISS,LADIES' CODE,KISS KISS,spotify:track:7AHT6dPvp3tYNp8vD4fSCw,2014,0.0212,0.807,6,0.888,0.000813,0.567,-1.729,0,0.0743,130.03,0.969,211838,4,0
26,1004,B.A.P,First Sensibility,spotify:track:7vQ6OmA3UvEMjRKv8jxC3o,2014,0.0832,0.613,2,0.931,0.0,0.139,-1.84,1,0.0427,126.984,0.727,205714,4,48
27,Error,VIXX,Error,spotify:track:2SQrg7WIPRKMKrlILjGdQH,2014,0.0636,0.563,5,0.931,0.0,0.0952,-2.436,0,0.052,128.019,0.274,225494,4,0
28,Whatcha Doin' Today,4Minute,4minute WORLD,spotify:track:4zPF7ERedaIZGDIxnE1KVH,2014,0.185,0.817,11,0.95,0.0,0.337,-1.991,0,0.0458,133.041,0.97,206028,4,46
29,백일몽 (Evanesce),SUPER JUNIOR,MAMACITA - The 7th Album,spotify:track:3Cfr2LapTw15PQljS7wxLs,2014,0.0575,0.61,7,0.821,0.0,0.165,-5.085,0,0.0562,107.03,0.246,224279,4,44
30,1분1초,Ji Yeon,Never Ever,spotify:track:05hGfyXyJkIs4n08A1605K,2014,0.187,0.68,10,0.759,0.0,0.372,-5.36,0,0.0526,81.008,0.672,210313,4,0
31,So Wonderful,LADIES' CODE,So Wonderful,spotify:track:19I2PqxiTergEvaVxsOqTT,2014,0.405,0.705,5,0.948,0.0,0.258,-2.529,1,0.0684,130.016,0.614,218623,4,0
32,Domino Game,DIA,Domino Game,spotify:track:0mnNNhPJFizSBwdYuyOF8f,2014,0.0698,0.753,11,0.768,0.000109,0.632,-2.268,0,0.0425,117.998,0.674,221309,4,32
33,GOTTA BE YOU,2NE1,CRUSH,spotify:track:0rZtdLa27w0q2GJkLBX5SA,2014,0.152,0.584,8,0.901,0.0,0.184,-2.22,0,0.155,130.178,0.612,231519,4,0
34,Red,HyunA,A Talk,spotify:track:1kPJiJ3N8cuw5Kzev8Ilu0,2014,0.0027,0.586,9,0.916,0.0,0.402,-1.83,1,0.0712,163.787,0.537,199889,4,53
35,하지하지마 Stop stop it,GOT7,Identify,spotify:track:7dgdLpjJZZmhmGrSo1eFCh,2014,0.00886,0.576,7,0.612,0.0,0.0524,-3.804,1,0.046,178.314,0.686,196701,4,0
36,손대지마,AILEE,Magazine,spotify:track:3QZeZgeeGlty1sHAxdfQ1w,2014,0.0301,0.722,0,0.909,0.0,0.314,-1.919,0,0.105,110.053,0.629,204408,4,45
37,Back,INFINITE,Be Back,spotify:track:5GJoKDjR6wCNLdOSIbDok5,2014,0.223,0.563,4,0.81,0.0,0.118,-3.766,0,0.0671,128.073,0.66,233901,4,0
38,Deja Vu,SONAMOO,Deja Vu,spotify:track:546ljLt8yKzKI4ucNOevOO,2014,0.00854,0.832,1,0.781,1.31e-06,0.363,-4.188,1,0.0387,108.047,0.418,205232,4,0
39,Overdose,EXO-K,Overdose - The 2nd Mini Album,spotify:track:5NSPsOGVNWYOMeeyZPF7HY,2014,0.0615,0.498,5,0.917,0.0,0.358,-1.797,0,0.164,112.357,0.652,205612,5,64
40,Boy in Luv,BTS,Skool Luv Affair,spotify:track:44gWm1spxejf9cc589qV28,2014,0.00262,0.491,0,0.947,0.0,0.34,-2.252,1,0.306,166.247,0.473,230778,4,0
41,HER,Block B,HER,spotify:track:4jQDaI7FRGaDB0llURpnNf,2014,0.0453,0.646,8,0.897,0.0,0.114,-2.057,1,0.193,162.017,0.86,179053,4,57
42,Danger,BTS,Dark & Wild,spotify:track:6njl4FfPUwVmoIR1RKLq05,2014,0.000907,0.738,1,0.868,0.000215,0.275,-3.363,1,0.0703,111.992,0.378,245140,4,0
43,Sugar Free,T-ARA,And&End,spotify:track:0qIZ8DEFGrxBXGBbrzjYxA,2014,0.00207,0.657,2,0.867,0.000457,0.117,-3.95,1,0.0459,127.987,0.737,235628,4,0
44,Something,TVXQ!,TENSE - The 7th Album,spotify:track:3bEbqaDdECyZg8CUDYKEGY,2014,0.0546,0.68,2,0.985,0.0228,0.115,-0.47,0,0.177,154.942,0.67,241376,4,40
45,Goodbye,Girls' Generation,Mr. Mr. - The 4th Mini Album,spotify:track:2UyyNZgMZwViG27hY0xWcI,2014,0.328,0.726,6,0.755,0.0,0.144,-3.67,0,0.071,120.045,0.621,193950,4,42
46,Like a Cat,AOA,Like a Cat,spotify:track:6aU0ZgV3IYn2vW8KBtI0eN,2014,0.103,0.701,1,0.968,0.0,0.832,-0.913,1,0.078,100.009,0.913,219533,4,0
47,Thank u very much,BESTie,Hot Baby,spotify:track:54sCxok4RWSUX9v0kDnRWy,2014,0.0572,0.795,11,0.859,0.0,0.352,-2.83,1,0.0436,107.013,0.761,192800,4,23
48,Twenty-Five,Song Ji Eun,25,spotify:track:1gKpxYNQV2MVLXYINZ2g4q,2014,0.124,0.768,8,0.852,0.0,0.202,-2.78,1,0.0496,113.01,0.773,205258,4,0
49,Touch my body,SISTAR,TOUCH N MOVE,spotify:track:5crARIrvoMiMf2AdlD78WN,2014,0.0437,0.633,9,0.915,0.0,0.107,-2.347,1,0.106,128.033,0.622,206500,4,59
