artist,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration_ms,popularity,sentiment,key_0.0,key_1.0,key_2.0,key_3.0,key_4.0,key_5.0,key_6.0,key_7.0,key_8.0,key_9.0,key_10.0,key_11.0,audio_mode_0.0,audio_mode_1.0,time_signature_3.0,time_signature_4.0,time_signature_5.0
GD X TAEYANG,0.000875,0.745,0.825,0.000218,0.0828,-3.162,0.0352,95.001,0.242,245192.0,0.0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Spica,0.44,0.547,0.884,0.0,0.096,-2.853,0.0747,88.054,0.592,204947.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Bob Girls,0.34,0.758,0.839,0.0,0.108,-4.007,0.0542,105.038,0.716,216967.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
U-KISS,0.0711,0.693,0.801,0.0,0.143,-5.746,0.0501,95.022,0.825,250906.0,0.0,0.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Jun Hyo Seong,0.0725,0.731,0.788,0.0,0.389,-4.624,0.0904,133.01,0.674,205598.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
AOA,0.307,0.743,0.883,0.0,0.304,-2.016,0.0374,109.979,0.881,214589.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
BTS,0.116,0.612,0.993,0.0,0.307,-1.895,0.24,98.004,0.487,265602.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Beast,0.094,0.565,0.938,0.0,0.307,-2.756,0.106,100.043,0.577,202162.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Orange Caramel,0.0932,0.746,0.951,0.00061,0.0576,-1.506,0.1,128.994,0.836,200160.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
GOT7,0.00837,0.709,0.803,0.0,0.11,-3.681,0.0316,102.947,0.436,182613.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Girl's Day,0.6,0.521,0.832,0.0,0.12,-5.145,0.143,171.679,0.417,217108.0,0.0,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
K.Will,0.374,0.781,0.896,0.0,0.31,-2.264,0.0791,111.028,0.839,210250.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2PM,0.0447,0.741,0.896,0.0,0.389,-2.445,0.104,123.018,0.886,239262.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Orange Caramel,0.0325,0.69,0.931,4.37e-05,0.199,-2.061,0.0298,126.983,0.957,193154.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
LADIES' CODE,0.0212,0.807,0.888,0.000813,0.567,-1.729,0.0743,130.03,0.969,211838.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
B.A.P,0.0832,0.613,0.931,0.0,0.139,-1.84,0.0427,126.984,0.727,205714.0,0.0,-0.75,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
VIXX,0.0636,0.563,0.931,0.0,0.0952,-2.436,0.052,128.019,0.274,225494.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4Minute,0.185,0.817,0.95,0.0,0.337,-1.991,0.0458,133.041,0.97,206028.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
SUPER JUNIOR,0.0575,0.61,0.821,0.0,0.165,-5.085,0.0562,107.03,0.246,224279.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Ji Yeon,0.187,0.68,0.759,0.0,0.372,-5.36,0.0526,81.008,0.672,210313.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
LADIES' CODE,0.405,0.705,0.948,0.0,0.258,-2.529,0.0684,130.016,0.614,218623.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
DIA,0.0698,0.753,0.768,0.000109,0.632,-2.268,0.0425,117.998,0.674,221309.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2NE1,0.152,0.584,0.901,0.0,0.184,-2.22,0.155,130.178,0.612,231519.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
HyunA,0.0027,0.586,0.916,0.0,0.402,-1.83,0.0712,163.787,0.537,199889.0,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
GOT7,0.00886,0.576,0.612,0.0,0.0524,-3.804,0.046,178.314,0.686,196701.0,0.0,-0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
AILEE,0.0301,0.722,0.909,0.0,0.314,-1.919,0.105,110.053,0.629,204408.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
INFINITE,0.223,0.563,0.81,0.0,0.118,-3.766,0.0671,128.073,0.66,233901.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
SONAMOO,0.00854,0.832,0.781,1.31e-06,0.363,-4.188,0.0387,108.047,0.418,205232.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
EXO-K,0.0615,0.498,0.917,0.0,0.358,-1.797,0.164,112.357,0.652,205612.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
BTS,0.00262,0.491,0.947,0.0,0.34,-2.252,0.306,166.247,0.473,230778.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Block B,0.0453,0.646,0.897,0.0,0.114,-2.057,0.193,162.017,0.86,179053.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
BTS,0.000907,0.738,0.868,0.000215,0.275,-3.363,0.0703,111.992,0.378,245140.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
T-ARA,0.00207,0.657,0.867,0.000457,0.117,-3.95,0.0459,127.987,0.737,235628.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
TVXQ!,0.0546,0.68,0.985,0.0228,0.115,-0.47,0.177,154.942,0.67,241376.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Girls' Generation,0.328,0.726,0.755,0.0,0.144,-3.67,0.071,120.045,0.621,193950.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
AOA,0.103,0.701,0.968,0.0,0.832,-0.913,0.078,100.009,0.913,219533.0,0.0,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
BESTie,0.0572,0.795,0.859,0.0,0.352,-2.83,0.0436,107.013,0.761,192800.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Song Ji Eun,0.124,0.768,0.852,0.0,0.202,-2.78,0.0496,113.01,0.773,205258.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
SISTAR,0.0437,0.633,0.915,0.0,0.107,-2.347,0.106,128.033,0.622,206500.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
SUPER JUNIOR,0.076,0.71,0.897,0.0,0.217,-3.57,0.0417,114.982,0.615,215102.0,0.0,0.26,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
ZICO,0.0298,0.736,0.806,0.0,0.0847,-2.709,0.328,119.936,0.763,183996.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
PSY,0.0371,0.792,0.828,0.0,0.278,-3.099,0.0423,126.989,0.721,223215.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
TWICE,0.00809,0.732,0.935,0.000598,0.128,-0.948,0.0387,136.979,0.816,206546.0,0.0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
MAMAMOO,0.128,0.729,0.893,0.0,0.167,-1.896,0.0476,104.977,0.453,214088.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
AMBER,0.764,0.633,0.262,0.0,0.121,-11.516,0.0361,99.978,0.471,177336.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
BIGBANG,0.404,0.648,0.681,0.0,0.329,-4.251,0.0937,89.947,0.488,219429.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
B.A.P,0.0549,0.483,0.922,0.0,0.0906,-4.328,0.234,165.157,0.642,189440.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
MONSTA X,0.0754,0.683,0.893,0.0,0.226,-3.086,0.162,146.082,0.909,231952.0,1.0,0.85,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
HELLOVENUS,0.0375,0.705,0.986,0.0,0.0989,-2.202,0.047,131.988,0.68,202858.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2PM,0.00148,0.557,0.739,0.0,0.0663,-3.686,0.254,176.001,0.768,187644.0,0.0,0.20000000000000004,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
miss A,0.0526,0.638,0.773,0.0,0.276,-3.155,0.132,168.077,0.438,198009.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
KARA,0.00532,0.768,0.845,2.43e-06,0.0916,-2.567,0.0644,122.003,0.861,205793.0,0.0,-0.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
HELLOVENUS,0.0629,0.817,0.816,0.0,0.32,-5.152,0.181,101.001,0.832,203821.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
INFINITE,0.277,0.584,0.902,0.0,0.347,-4.336,0.0599,100.033,0.58,246453.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
LABOUM,0.045,0.855,0.614,0.000382,0.0804,-4.001,0.0452,124.051,0.955,206995.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
TEEN TOP,0.0314,0.674,0.833,0.0,0.0752,-3.824,0.0543,128.031,0.41,200217.0,0.0,-0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
iKON,0.247,0.665,0.771,0.0,0.112,-4.149,0.0791,75.003,0.331,231628.0,0.0,-0.28181818181818175,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
B1A4,0.103,0.647,0.87,0.0,0.0588,-4.249,0.0305,116.969,0.722,248987.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SONAMOO,0.117,0.612,0.901,0.0,0.175,-2.435,0.0873,175.955,0.702,211972.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Girls' Generation,0.0154,0.714,0.852,0.0,0.135,-2.76,0.274,133.989,0.565,225173.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4Minute,0.482,0.574,0.767,0.0,0.338,-4.233,0.0748,172.039,0.541,218520.0,0.0,0.35,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
9MUSES,0.157,0.678,0.887,1.82e-05,0.09,-2.966,0.0388,124.992,0.695,205167.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
AILEE,0.073,0.685,0.921,1.88e-05,0.116,-2.357,0.142,106.95,0.601,205813.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
PRODUCE 101,0.029,0.685,0.935,0.00483,0.519,-2.056,0.125,128.024,0.622,226875.0,0.0,-0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
BTOB,0.543,0.581,0.777,0.0,0.359,-4.74,0.0457,75.995,0.532,253187.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Purfles,0.122,0.843,0.752,2.12e-06,0.159,-2.836,0.0869,120.049,0.724,191220.0,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
PLAYBACK,0.0688,0.663,0.817,5.92e-05,0.0258,-3.823,0.167,171.988,0.926,192157.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Gain,0.158,0.563,0.775,7.16e-05,0.282,-3.341,0.0511,141.876,0.434,210613.0,0.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Girls' Generation,0.111,0.753,0.887,1.43e-05,0.0729,-2.975,0.0359,122.981,0.946,193814.0,0.0,-0.6999999999999998,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
BIGBANG,0.0084,0.687,0.63,0.0,0.208,-4.914,0.0401,140.011,0.402,169482.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
GOT7,0.233,0.76,0.781,0.0,0.106,-2.881,0.0641,95.97,0.736,222399.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
SUPER JUNIOR,0.133,0.773,0.865,0.0,0.052,-3.027,0.114,145.003,0.968,216585.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
THE ARK,0.0659,0.648,0.86,0.0,0.25,-3.815,0.106,89.962,0.585,181503.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Girl's Day,0.152,0.456,0.956,0.0,0.072,-2.385,0.157,198.101,0.811,198947.0,0.0,0.2857142857142857,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
BTS,0.0483,0.619,0.889,0.0,0.324,-3.108,0.219,77.058,0.622,240021.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
HyunA,0.00472,0.843,0.833,0.00114,0.29,-3.32,0.226,102.128,0.681,202547.0,1.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
T-ARA,0.14,0.7,0.979,0.000131,0.197,-0.316,0.0374,133.987,0.962,199234.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
CLC,0.0684,0.879,0.846,0.0,0.0816,-2.31,0.0374,129.984,0.966,197506.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Block B - BASTARZ,0.0783,0.579,0.938,0.0,0.385,-3.136,0.223,157.02,0.632,193692.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SHINee,0.04,0.728,0.801,0.0,0.0415,-4.428,0.0439,123.953,0.656,190821.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
BIGBANG,0.524,0.669,0.447,0.0,0.167,-6.271,0.0305,141.808,0.17,264281.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Dalshabet,0.378,0.788,0.893,0.0,0.0649,-1.903,0.0572,126.042,0.884,177032.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
VIXX,0.0955,0.728,0.941,0.0,0.328,-2.044,0.188,92.073,0.923,192922.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
JONGHYUN,0.0697,0.447,0.882,0.0,0.0958,-3.772,0.37,180.971,0.628,221183.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
J.Y. Park,0.0264,0.697,0.83,0.0,0.204,-3.818,0.172,115.004,0.525,221123.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
HISTORY,0.0228,0.475,0.922,0.0,0.0573,-2.925,0.225,142.763,0.61,195240.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
BoA,0.0989,0.694,0.697,2.12e-06,0.297,-3.816,0.0953,100.001,0.657,226083.0,0.0,-0.55,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
AOA,0.137,0.661,0.97,0.0,0.887,-1.802,0.091,125.993,0.773,196522.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
BIGBANG,0.0192,0.694,0.832,0.0,0.355,-3.038,0.0598,135.011,0.424,220238.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
BLACKPINK,0.0392,0.706,0.756,0.0,0.18,-4.405,0.0845,97.098,0.676,197289.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
TAEYEON,0.0702,0.615,0.879,0.0,0.0581,-3.275,0.0377,105.026,0.315,207777.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Dalshabet,0.3,0.742,0.971,0.0,0.04,-1.687,0.0671,121.005,0.964,200768.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Red Velvet,0.055,0.726,0.903,0.000225,0.158,-2.277,0.0357,129.986,0.958,211244.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
BTS,0.0244,0.584,0.885,0.0,0.357,-3.571,0.104,92.9,0.605,217052.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
EXO,0.0066,0.618,0.76,0.0,0.127,-4.312,0.0596,150.0,0.541,221341.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4Minute,0.0474,0.686,0.902,1.02e-06,0.201,-3.78,0.163,149.96,0.615,216333.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
GFRIEND,0.0438,0.642,0.957,0.0,0.273,-0.944,0.05,125.008,0.801,193580.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
PENTAGON,0.0998,0.808,0.914,0.0,0.163,-2.087,0.0497,103.994,0.824,185000.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
TAEMIN,0.186,0.656,0.78,0.0,0.209,-3.609,0.058,120.021,0.613,226258.0,1.0,-0.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
SNUPER,0.000929,0.652,0.934,0.0,0.104,-3.531,0.0383,147.95,0.706,188845.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
BTS,0.0269,0.613,0.822,0.0,0.0783,-3.48,0.062,139.936,0.54,196506.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SEVENTEEN,0.0173,0.642,0.931,0.0,0.0815,-2.82,0.163,155.088,0.884,207300.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
GOT7,0.201,0.604,0.905,0.0,0.345,-1.87,0.165,132.974,0.718,191576.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Two X,0.0191,0.629,0.879,0.0,0.0526,-3.12,0.0694,144.965,0.918,202176.0,0.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Brave Girls,0.165,0.718,0.974,0.0,0.352,-2.462,0.0868,132.045,0.967,180062.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
SEVENTEEN,0.0526,0.746,0.898,0.0,0.0858,-2.818,0.0725,121.967,0.879,192093.0,1.0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
I.O.I,0.136,0.744,0.963,1.86e-06,0.0836,-1.525,0.0616,102.985,0.788,203640.0,1.0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
EXO-CBX,0.0662,0.532,0.859,0.0,0.684,-4.106,0.142,118.919,0.934,199796.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2PM,0.108,0.57,0.945,0.0,0.104,-1.72,0.0722,159.899,0.51,208573.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
BerryGood,0.261,0.648,0.824,1.91e-06,0.308,-3.585,0.0785,130.044,0.315,198141.0,0.0,0.78,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
CHANYEOL,0.431,0.558,0.526,0.0,0.126,-4.686,0.033,124.709,0.202,192441.0,1.0,0.26,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
SHINee,0.0635,0.694,0.879,0.0,0.0478,-3.765,0.0515,108.045,0.84,203885.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
LOONA,0.392,0.602,0.579,0.0,0.0947,-4.657,0.0306,116.019,0.216,187649.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
INFINITE,0.0291,0.655,0.78,0.0,0.14,-3.167,0.124,117.999,0.344,240280.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PENTAGON,0.113,0.728,0.84,0.0,0.0892,-3.459,0.094,94.984,0.647,196911.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SNUPER,0.0149,0.614,0.97,0.0,0.271,-3.601,0.0942,128.014,0.548,206500.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Beast,0.299,0.492,0.866,0.0,0.363,-1.85,0.047,199.95,0.577,234799.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Agust D,0.000833,0.657,0.751,1.05e-05,0.158,-3.889,0.185,94.987,0.43,149525.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
BLACKPINK,0.00268,0.661,0.836,0.0,0.497,-3.164,0.059,124.952,0.396,240793.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
MONSTA X,0.0127,0.515,0.973,0.0,0.0927,-2.525,0.0793,98.991,0.423,218836.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
TIFFANY,0.0128,0.72,0.754,0.0,0.616,-3.675,0.0481,114.054,0.195,209688.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
BLACKPINK,0.00561,0.818,0.723,0.0,0.0866,-4.82,0.114,102.945,0.607,211632.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
KNK,0.601,0.605,0.81,0.0,0.263,-5.654,0.0401,93.064,0.554,222080.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Boys Republic,0.00564,0.642,0.87,0.0,0.207,-4.767,0.0975,74.986,0.703,194267.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
EXO,0.169,0.731,0.787,0.0,0.0892,-3.95,0.055,120.951,0.799,227486.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
RAINBOW,0.0555,0.702,0.963,0.0,0.399,-1.07,0.101,142.871,0.82,185060.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
ASTRO,0.143,0.769,0.979,0.0,0.492,-2.5,0.0603,113.997,0.801,199736.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
BIGBANG,0.147,0.716,0.763,0.0,0.271,-3.001,0.0945,90.101,0.575,231748.0,1.0,-0.15555555555555559,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
SF9,0.0241,0.682,0.867,1.32e-06,0.329,-3.122,0.0292,97.004,0.595,193734.0,0.0,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Wonder Girls,0.111,0.634,0.726,0.0,0.111,-5.086,0.133,155.161,0.809,206707.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
HISTORY,0.000419,0.55,0.893,0.0,0.264,-2.273,0.2,104.669,0.581,200430.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
MINO,0.0349,0.759,0.817,0.0,0.27,-3.102,0.0802,140.028,0.389,199336.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
BTS,0.00338,0.541,0.779,0.0,0.177,-5.581,0.033,94.069,0.501,215753.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
100%,0.0157,0.537,0.936,0.0,0.591,-3.231,0.0846,125.987,0.513,205000.0,0.0,-0.09999999999999998,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
BerryGood,0.0882,0.428,0.897,6.8e-06,0.14,-2.921,0.235,205.649,0.343,213844.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
APRIL,0.148,0.715,0.922,0.0,0.263,-2.652,0.0358,125.934,0.684,201184.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
LUNA,0.114,0.676,0.797,1.26e-06,0.344,-3.862,0.059,114.988,0.546,199824.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
TWICE,0.139,0.551,0.885,0.0,0.114,-1.489,0.124,172.95,0.509,208853.0,1.0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
BTS,0.022,0.598,0.775,0.0,0.0677,-4.035,0.0545,129.819,0.687,223123.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
BLACKPINK,0.0688,0.786,0.853,0.0,0.0759,-2.687,0.0816,125.034,0.45,213264.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
CHANYEOL,0.431,0.558,0.526,0.0,0.126,-4.686,0.033,124.709,0.202,192441.0,1.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
EXO,0.0319,0.749,0.85,4.81e-05,0.0678,-4.346,0.0468,145.983,0.672,190423.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
BTS,0.0244,0.583,0.885,0.0,0.357,-3.571,0.106,92.959,0.601,217052.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
BLACKPINK,0.00264,0.658,0.836,1.02e-06,0.507,-3.282,0.0549,124.969,0.387,240849.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Crush,0.843,0.416,0.41,0.0,0.107,-6.146,0.0292,110.252,0.219,227584.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
BTS,0.0063,0.539,0.846,1.68e-06,0.13,-3.192,0.0354,106.992,0.46,274097.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
BLACKPINK,0.0399,0.707,0.758,0.0,0.141,-4.511,0.0917,97.037,0.674,197355.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
KARD,0.0222,0.694,0.748,0.0,0.155,-2.93,0.167,92.918,0.521,208667.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
SEVENTEEN,0.164,0.781,0.683,1.53e-06,0.16,-4.258,0.0325,100.005,0.722,203427.0,1.0,0.85,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
