,title,artist,album,uri,year,acousticness,danceability,key,energy,instrumentalness,liveness,loudness,audio_mode,speechiness,tempo,valence,duration_ms,time_signature,song_popularity
21,Go Go,BTS,Love Yourself 承 'Her',spotify:track:5nq1uTNIR1cBR72T87viS0,2017,0.171,0.856,10,0.617,0.0,0.0857,-5.308,0,0.0841,136.082,0.759,235780,4,0
22,The Eve,EXO,THE WAR - The 4th Album,spotify:track:2ujA6F1cpk3m8lsPE5aKua,2017,0.0223,0.636,0,0.702,0.0,0.293,-5.352,0,0.0334,135.104,0.516,176026,4,70
23,STAY,BLACKPINK,SQUARE TWO,spotify:track:4TWHREp4wv0TmewqR6rgRd,2017,0.569,0.628,1,0.433,7.71e-06,0.104,-6.808,1,0.0383,88.074,0.343,230400,4,0
24,Dope,BTS,The Most Beautiful Moment in Life: Young Forever,spotify:track:4TiKZrN7gtc62SUiufpFCM,2017,0.0272,0.579,10,0.896,1.02e-06,0.352,-2.781,0,0.224,153.991,0.678,240021,4,1
25,Lotto,EXO,LOTTO - The 3rd Album Repackage,spotify:track:63obpKLYuY1q2QP7Cbf29a,2017,0.0618,0.798,11,0.867,0.0,0.193,-3.207,0,0.0386,99.996,0.702,189775,4,0
26,Red Flavor,Red Velvet,The Red Summer - Summer Mini Album,spotify:track:7nKQ5WAcjnG48knyLuo8gO,2017,0.0409,0.709,9,0.917,0.0,0.0839,-3.315,1,0.189,125.042,0.515,191139,4,70
27,Very Very Very,I.O.I,miss me?,spotify:track:6VJhf9l4ALDquID0bN51QQ,2017,0.146,0.745,7,0.965,2.29e-06,0.0796,-1.517,1,0.06,102.994,0.766,203640,4,0
28,Palette (feat. G-DRAGON),IU,Palette,spotify:track:3y7ByLZ05tluscOTRgEJ9Y,2017,0.458,0.804,0,0.68,0.0,0.102,-3.81,1,0.2,102.013,0.62,217413,4,65
29,VERY NICE,SEVENTEEN,Love&Letter repackage album,spotify:track:1Rrj7KyS2R6SP9CQMDJW1w,2017,0.0526,0.746,3,0.898,0.0,0.0858,-2.818,0,0.0725,121.967,0.879,192093,4,74
30,Best Of Me,BTS,Love Yourself 承 'Her',spotify:track:2tdq0CeAGSfhI2l4Gwkvgx,2017,0.0298,0.651,8,0.756,0.0,0.396,-4.388,1,0.0762,121.96,0.473,227191,4,0
31,Power,EXO,THE POWER OF MUSIC – The 4th Album ‘THE WAR’ Repackage,spotify:track:53YZi9zgTnF0Py0K6ejyWz,2017,0.0315,0.657,7,0.943,0.0,0.149,-3.031,1,0.0856,127.958,0.76,222406,4,59
32,Me Like Yuh,Jay Park,Everything You Wanted,spotify:track:5S5gGOsUarzRXKoaSstwba,2017,0.223,0.715,2,0.831,3.84e-06,0.132,-6.161,1,0.0729,100.006,0.805,223642,4,0
33,RUMOR,KARD,"K.A.R.D Project Vol.3 ""RUMOR""",spotify:track:22iz04Hw1tz0NBpiyoEMT1,2017,0.0491,0.726,8,0.758,0.0,0.077,-3.324,1,0.178,88.999,0.61,217738,4,49
34,MIC Drop,BTS,Love Yourself 承 'Her',spotify:track:2SYa5Lx1uoCvyDIW4oee9b,2017,0.00912,0.667,6,0.889,0.0,0.0816,-4.851,1,0.0918,169.959,0.541,238193,4,0
35,LAST DANCE,BIGBANG,MADE,spotify:track:73szhI6oOawKlv6AxgHIS8,2017,0.467,0.621,1,0.673,0.0,0.323,-3.194,0,0.0606,143.889,0.289,279719,4,0
36,I Need U,BTS,The Most Beautiful Moment in Life: Young Forever,spotify:track:7dlNGfd6Fq8xcFb4K6Glws,2017,0.0184,0.475,5,0.897,0.0,0.296,-2.383,0,0.0736,78.918,0.642,210577,4,0
37,Hola Hola,KARD,KARD 1st Mini Album 'Hola Hola',spotify:track:3VC1IEz9M1txlMSx3h3tPM,2017,0.0135,0.843,1,0.807,6.44e-05,0.227,-3.794,0,0.0632,104.962,0.833,202963,4,55
38,Energetic,Wanna One,1-1=0 (NOTHING WITHOUT YOU),spotify:track:3NkkcnnKrNHv4AiGaPdD76,2017,0.058,0.714,0,0.886,0.0,0.112,-3.076,1,0.0461,125.046,0.752,189356,4,63
39,으르렁 Growl,EXO,The 1st Album 'XOXO' (Repackage),spotify:track:6xy9JYFKcpb9L62PRNnYW5,2017,0.145,0.681,11,0.814,0.0,0.556,-2.83,0,0.0603,89.99,0.876,207053,4,0
40,HERO (Broadcasting Ver.),MONSTA X,RUSH DIGITAL REPACKAGE “HERO”,spotify:track:1v47iqx5jwtOwe4Fxc2OQz,2017,0.0702,0.611,5,0.918,0.0,0.194,-2.013,0,0.128,145.818,0.899,218431,4,31
41,dimple,BTS,Love Yourself 承 'Her',spotify:track:3ryjLm3oupIjJFGc39naNi,2017,0.142,0.612,5,0.844,0.0,0.287,-4.694,0,0.0756,134.868,0.653,196776,4,0
42,Rookie,Red Velvet,Rookie - The 4th Mini Album,spotify:track:5ubfQzhabDSLYyohz2ozaN,2017,0.0998,0.681,3,0.94,0.0,0.334,-3.367,0,0.3,164.035,0.889,197638,4,0
43,BOOMBOOM,SEVENTEEN,Seventeen 3rd Mini Album ’Going Seventeen’,spotify:track:0pWxUlYb3EM2WkcTJfwBdP,2017,0.0347,0.853,8,0.814,0.0,0.171,-3.047,1,0.0766,108.111,0.686,206227,4,60
45,Pied Piper,BTS,Love Yourself 承 'Her',spotify:track:0ffweDHrg4bZqdG4IfGYuo,2017,0.2,0.583,2,0.712,0.0,0.268,-4.942,0,0.0326,94.051,0.776,245621,4,1
46,Burn It Up,Wanna One,1-1=0 (NOTHING WITHOUT YOU),spotify:track:44u6id0tBroYZPLSNCHMnl,2017,0.0461,0.642,11,0.849,0.0,0.398,-3.266,0,0.0563,127.923,0.601,214942,4,55
47,Silver Spoon,BTS,The Most Beautiful Moment in Life: Young Forever,spotify:track:2VgPA0WnwvE2nbltxa3BHz,2017,0.00128,0.649,9,0.875,0.0,0.0486,-2.88,1,0.0696,166.927,0.557,233185,4,0
48,Outro: Her,BTS,Love Yourself 承 'Her',spotify:track:3l8yQMdniG6Os8gUBNXV57,2017,0.317,0.481,3,0.927,0.0,0.0583,-5.704,1,0.27,88.931,0.448,228613,4,0
49,SHINE FOREVER,MONSTA X,SHINE FOREVER,spotify:track:63SRW26EEF9RF6GgeUgJqx,2017,0.129,0.625,0,0.9,0.0,0.337,-3.351,1,0.055,80.007,0.606,208036,4,46
50,What U do?,EXO,THE WAR - The 4th Album,spotify:track:5NB0u5gWcwH1D6y3euVSKI,2017,0.00773,0.526,6,0.828,0.0,0.296,-3.82,1,0.143,110.182,0.663,221349,4,46
51,Why,TAEYEON,Why - The 2nd Mini Album,spotify:track:6c1cQOxDKZhnfu19rclv6G,2017,0.0702,0.615,6,0.879,0.0,0.0581,-3.275,0,0.0377,105.026,0.315,207777,4,0
52,The Eye,INFINITE,INFINITE ONLY,spotify:track:78f6Qp6XQhSnJksCseLMMb,2017,0.0291,0.655,2,0.78,0.0,0.14,-3.167,0,0.124,117.999,0.344,240280,4,47
53,Go Go - BTS Violin Remix,OMJamie,Go Go (BTS Violin Remix),spotify:track:2F7bFsX941hXWpho6Dxzm9,2017,0.303,0.642,10,0.572,0.0,0.0891,-4.312,0,0.0523,135.975,0.723,197647,4,0
54,I LOVE YOU,BOBBY,LOVE AND FALL,spotify:track:1tSHQvRQD0RQHdQjmEfrCv,2017,0.0995,0.763,2,0.83,0.0,0.0708,-4.407,1,0.0975,111.985,0.592,210327,4,0
