,title,artist,album,uri,year,acousticness,danceability,key,energy,instrumentalness,liveness,loudness,audio_mode,speechiness,tempo,valence,duration_ms,time_signature,song_popularity
16,Universe,HWANG MIN HYUN,Universe,spotify:track:5xryvrkHJsBndrsYIcwb4H,2019,0.177,0.598,1,0.772,0.0,0.178,-5.061,0,0.0793,97.986,0.493,201670,4,0
17,달라달라 DALLA DALLA,ITZY,IT'z Different,spotify:track:6G7DuXoSGeAf6BZivJdEjF,2019,0.00116,0.79,11,0.853,4.23e-05,0.329,-4.564,0,0.0666,125.0,0.713,199874,4,0
18,PIRI,Dreamcatcher,The End of Nightmare,spotify:track:6vHyPhg8fgclBiY8QN68wp,2019,0.18,0.507,2,0.869,0.0,0.474,-2.245,0,0.0594,170.043,0.507,206819,4,54
19,WANT,TAEMIN,WANT - The 2nd Mini Album,spotify:track:0aLG42zaidNkblhiQgJknP,2019,0.0261,0.64,7,0.757,0.0,0.127,-5.532,1,0.0689,104.943,0.413,208968,4,58
20,Butterfly,LOONA,[X X],spotify:track:5jhYykolbcG1T9wZSyvhp5,2019,0.0427,0.582,7,0.866,0.00014,0.126,-4.139,0,0.0414,107.021,0.351,237756,4,0
21,In the Rain,Yoon Jisung,Aside,spotify:track:3cXt0tlOV7OmjTWgaQ1bT1,2019,0.744,0.496,3,0.543,0.0,0.115,-5.654,1,0.0372,143.771,0.326,232110,4,0
22,Candle,PARK WOO JIN,Candle,spotify:track:6FdRXt5c7mWFePJTbuSXeb,2019,0.39,0.791,1,0.738,0.0,0.335,-5.341,1,0.0878,97.033,0.755,200222,4,32
23,All Night,ASTRO,All Light,spotify:track:6UheGr5tu8pF8CRYcWxmTW,2019,0.234,0.573,11,0.77,0.0,0.11,-4.622,0,0.184,150.064,0.578,223746,4,0
24,Walking,VIXX,Walking,spotify:track:0lV7V7aE3usrCm4weQWbFc,2019,0.746,0.543,4,0.452,7.77e-05,0.121,-7.798,1,0.0366,153.94,0.274,218924,4,0
25,No,CLC,No.1,spotify:track:3sygLAUhHsJsQ0cBk6fxRd,2019,0.00785,0.76,6,0.722,0.000326,0.116,-4.429,0,0.0908,120.055,0.687,181976,4,52
26,Home,SEVENTEEN,SEVENTEEN 6TH MINI ALBUM 'YOU MADE MY DAWN',spotify:track:5TyCTVsBsHeeutZcU2uP5s,2019,0.427,0.741,9,0.547,0.0,0.0931,-5.029,1,0.253,87.977,0.615,203732,4,67
27,Boy with a star,HYUK,Boy with a star,spotify:track:6yYmQzs0WuUcGn38MheTEF,2019,0.718,0.584,5,0.353,0.0,0.322,-7.178,1,0.0344,131.798,0.316,251281,4,0
28,A day of love,B1A4,A DAY OF LOVE,spotify:track:3yLT9qksBnlQSY1RPhWB6k,2019,0.705,0.712,11,0.728,0.0,0.188,-5.202,0,0.0341,100.06,0.873,221403,4,0
29,Q&A,Cherry Bullet,Cherry Bullet 1st Single Album Let's Play Cherry Bullet,spotify:track:0S6giCcEzgm7SzK6cczMKc,2019,0.0614,0.802,11,0.893,0.0,0.226,-4.103,1,0.0852,120.003,0.593,206165,4,49
30,Sunrise,GFRIEND,GFRIEND The 2nd Album 'Time for us',spotify:track:1e7eOq89QU6vGYCJp9yW2L,2019,0.428,0.453,6,0.849,0.0,0.1,-1.337,0,0.125,173.917,0.638,216488,4,55
31,%%(Eung Eung),Apink,PERCENT,spotify:track:4SpQDJz1JiRT2mHxvyqN9K,2019,0.294,0.647,5,0.855,0.0,0.137,-2.944,0,0.037,144.867,0.683,208105,4,54
32,SOLO,JENNIE,SOLO,spotify:track:2wVDWtLKXunswWecARNILj,2019,0.0861,0.751,3,0.642,0.0,0.0953,-5.165,0,0.087,95.045,0.388,169567,4,75
33,Valkyrie,ONEUS,LIGHT US,spotify:track:0oNFVyzwK6TFdFHSsD1dmC,2019,0.0254,0.731,9,0.817,0.0,0.147,-3.906,0,0.121,127.952,0.657,207586,4,52
34,Love Shot,EXO,LOVE SHOT– The 5th Album Repackage,spotify:track:0yB4jrSwN0bFtFRDR5vyMj,2019,0.0702,0.689,5,0.678,0.0,0.0889,-4.287,0,0.119,145.883,0.335,200306,4,77
35,La La Love,WJSN,WJ STAY?,spotify:track:1pXpzhdyeryEw8DqhaVrwe,2019,0.0318,0.624,7,0.91,1.68e-06,0.246,-2.246,1,0.085,120.967,0.516,202713,4,43
36,La Vie en Rose,IZ*ONE,COLOR*IZ,spotify:track:1fRaznZsAB2i63TtmYv2Hc,2019,0.0899,0.698,9,0.908,0.0,0.115,-1.211,0,0.0548,115.975,0.606,218994,4,0
37,I’M OK,iKON,NEW KIDS REPACKAGE : THE NEW KIDS,spotify:track:6uHoPVdPEqXlH1Kd3KqTIJ,2019,0.335,0.539,0,0.597,0.0,0.142,-4.83,1,0.0673,179.857,0.436,216647,4,0
38,Ring Ring Ring,VERIVERY,VERIVERY 1st Mini Album [VERI-US],spotify:track:4J7BrgAOT3jk0SC13FWzp6,2019,0.147,0.791,2,0.944,0.0,0.15,-2.854,1,0.135,107.995,0.713,186364,4,0
39,FIANCÉ,MINO,XX,spotify:track:1bZNFcnyCmlnbs337baR0b,2019,0.0281,0.661,5,0.759,0.0,0.128,-3.247,1,0.0326,139.922,0.466,207925,4,0
40,RBB (Really Bad Boy),Red Velvet,RBB - The 5th Mini Album,spotify:track:4xjVP2Vogo0C72o6Nevq0W,2019,0.012,0.719,2,0.85,0.000239,0.114,-3.229,1,0.0317,150.059,0.367,188786,4,58
41,Tempo,EXO,DON’T MESS UP MY TEMPO – The 5th Album,spotify:track:4EjUFjzi4ErWjklOA3Aslu,2019,0.237,0.686,0,0.842,0.0,0.0683,-4.423,1,0.1,115.944,0.519,224483,4,65
42,MILLIONS,WINNER,MILLIONS,spotify:track:5wIMMlbIGCNAXnGy0ijojN,2019,0.0599,0.811,8,0.663,0.0,0.0668,-4.543,1,0.0628,108.992,0.811,208284,4,0
43,Gotta Go,CHUNG HA,Gotta Go,spotify:track:0xq4ZTcmwBfkPGo4RRKmMe,2019,0.0741,0.53,3,0.829,0.0,0.0993,-2.526,0,0.0445,101.85,0.423,221813,4,0
44,Even So,LUNA,Even So,spotify:track:2iRrkHAH7JeDRK9oipHd3j,2019,0.381,0.611,11,0.749,0.0,0.192,-4.238,1,0.0323,96.914,0.503,228030,4,26
45,BBIBBI,IU,BBIBBI,spotify:track:4as4XEOR03oGm1STUKl6pa,2019,0.241,0.839,7,0.617,0.0,0.3,-4.692,1,0.331,143.894,0.821,194426,4,69
46,Simon Says,NCT 127,NCT #127 Regulate - The 1st Album Repackage,spotify:track:1zedfw5iu7XzKJT8CupEIP,2019,0.218,0.653,9,0.836,0.0,0.0507,-6.018,1,0.238,151.977,0.569,199773,4,60
47,I Love You,EXID,I Love You,spotify:track:7n2HVHWqFsyAOs5HqmE1Dl,2019,0.000371,0.695,9,0.832,0.000483,0.469,-3.455,0,0.0288,111.997,0.249,194699,4,57
48,Spring Breeze,Wanna One,1¹¹=1 (POWER OF DESTINY),spotify:track:3IktbbAbZqczBDQxCoJOyP,2019,0.0884,0.633,3,0.792,0.0,0.37,-3.202,1,0.0296,107.96,0.369,235869,4,0
49,No Air,THE BOYZ,THE BOYZ 3rd MINI ALBUM [THE ONLY],spotify:track:0mve4vxmwumqI6gnw7euma,2019,0.0871,0.733,11,0.859,0.0,0.121,-3.773,0,0.0434,102.025,0.396,244089,4,56
