,title,artist,album,uri,year,acousticness,danceability,key,energy,instrumentalness,liveness,loudness,audio_mode,speechiness,tempo,valence,duration_ms,time_signature,song_popularity
10,Not Shy,ITZY,Not Shy,spotify:track:1ehags7lQMM1qX94VJkoaf,2020,0.155,0.776,2,0.911,2.59e-06,0.268,-3.08,0,0.131,101.027,0.56,177728,4,70
11,God’s Menu,Stray Kids,GO LIVE,spotify:track:4XPXrcpyNr30Km6aPiflJy,2020,0.00776,0.689,5,0.771,0.0,0.521,-3.618,1,0.0548,157.052,0.482,167922,4,78
12,Dynamite,BTS,BE,spotify:track:5QDLhrAOJJdNAmCTJ8xMyW,2020,0.0112,0.746,6,0.765,0.0,0.0936,-4.41,0,0.0993,114.044,0.737,199054,4,83
13,What You Waiting For,JEON SOMI,XOXO,spotify:track:4DxhEU2fNm89E9ZrG30Z5F,2020,0.014,0.782,8,0.659,0.0,0.217,-5.716,1,0.0629,121.935,0.8,175375,4,56
14,Monster,Red Velvet - IRENE & SEULGI,Monster - The 1st Mini Album,spotify:track:6c1QaQHdDhtFMfUkhueuXK,2020,0.212,0.631,4,0.748,0.0,0.537,-2.569,0,0.0488,115.665,0.351,178413,4,66
15,Any song,ZICO,Any song,spotify:track:1iIhGHzzrzqQfuNkFI2qAn,2020,0.118,0.874,10,0.787,0.0,0.11,-2.416,0,0.129,108.007,0.896,227227,4,68
16,Black Swan,BTS,MAP OF THE SOUL : 7,spotify:track:2EmcTFQ1rM11wp2ztsXTHa,2020,0.137,0.719,2,0.757,0.0,0.129,-5.167,0,0.0849,147.024,0.489,198261,4,75
17,Dumhdurum,Apink,LOOK,spotify:track:55kuHkT2CWhWKF6CoRDnJq,2020,0.145,0.653,8,0.923,0.0,0.137,-2.163,0,0.0621,114.902,0.692,208053,4,58
18,FANCY,TWICE,FANCY YOU,spotify:track:2qQpFbqqkLOGySgNK8wBXt,2020,0.0122,0.697,5,0.874,0.0,0.627,-2.15,0,0.0449,132.018,0.775,213880,4,76
19,FIESTA,IZ*ONE,BLOOM*IZ,spotify:track:6Ihdn6wW2UBhfTKWbP29KA,2020,0.0617,0.756,7,0.927,0.0,0.343,-2.116,1,0.0594,123.005,0.723,217760,4,66
20,Oh my god,(G)I-DLE,I trust,spotify:track:2DmRXiyn03tOqKgEJXlaiJ,2020,0.0358,0.794,4,0.762,1.41e-06,0.191,-3.525,0,0.0392,109.97,0.482,195867,4,71
21,Candy,BAEKHYUN,Delight - The 2nd Mini Album,spotify:track:6kKC35sKUh2FUx4M0qAL44,2020,0.24,0.649,11,0.767,0.0,0.0929,-3.838,0,0.0455,149.918,0.608,227173,4,66
22,Ice Cream (with Selena Gomez),BLACKPINK,THE ALBUM,spotify:track:4JUPEh2DVSXFGExu4Uxevz,2020,0.0317,0.79,9,0.701,8.06e-05,0.0311,-4.81,1,0.365,159.972,0.91,177813,4,70
23,Obsession,EXO,OBSESSION – The 6th Album,spotify:track:7fK0csBoqbcgUuWGV0cpoD,2020,0.0024,0.704,7,0.729,0.0,0.218,-3.851,1,0.0624,129.992,0.71,203520,4,64
24,Left & Right,SEVENTEEN,Heng:garæ,spotify:track:5QGooKayQPVZMUDc8Qt3Dm,2020,0.146,0.726,6,0.829,0.0,0.0916,-3.876,0,0.111,149.994,0.95,201773,4,70
25,Filter,BTS,MAP OF THE SOUL : 7,spotify:track:4bZZVcgWWMWPBwzTTp642w,2020,0.0224,0.779,10,0.762,0.0,0.121,-5.188,0,0.0631,110.043,0.859,180221,4,75
26,Nonstop,OH MY GIRL,NONSTOP,spotify:track:5joNJn9LUvYcamWwa2iYCL,2020,0.171,0.753,0,0.91,0.0,0.367,-2.591,1,0.0517,123.983,0.825,202760,4,62
27,ICY,ITZY,IT'z ICY,spotify:track:2vdkN2NSQ5mxqNGg7sJUxs,2020,0.0328,0.8,2,0.904,3.17e-05,0.182,-2.821,1,0.0845,124.979,0.806,191142,4,66
28,Stay Tonight,CHUNG HA,Querencia,spotify:track:7Cn6R7YB4EjQkfci9DdceG,2020,0.199,0.625,2,0.831,0.000612,0.0805,-2.168,0,0.0554,121.029,0.513,217239,4,57
29,PLAY (feat. Changmo),CHUNG HA,Querencia,spotify:track:6UM5HKVVm1cjOQhUJB4Ft3,2020,0.171,0.636,3,0.941,2.68e-05,0.152,-0.792,0,0.101,103.926,0.888,199524,4,57
30,DESSERT,HYO,DESSERT,spotify:track:6u0pZe0Uv7GBR0iKptfWRf,2020,0.0586,0.713,2,0.927,3.54e-05,0.373,-3.28,1,0.112,115.072,0.618,200707,4,58
31,pporappippam,SUNMI,pporappippam,spotify:track:7oQh96s9YemWG3A4zkIbrU,2020,0.0513,0.714,1,0.828,0.0652,0.0347,-4.68,0,0.0428,120.014,0.318,206617,4,57
32,NUNU NANA,Jessi,NUNA,spotify:track:2cUzIBGMvx2BZ2Q1fzjdl1,2020,0.0198,0.743,7,0.689,0.0,0.708,-2.846,1,0.0289,104.936,0.504,195836,4,68
33,Dive,iKON,i DECIDE,spotify:track:3O7yIZM96XVdTDDEMhfZpP,2020,0.0164,0.757,6,0.743,0.0,0.0441,-5.649,0,0.0341,124.054,0.634,190968,4,49
34,RED MOON,KARD,KARD 4th Mini Album 'RED MOON',spotify:track:7huWBxXBSizb0tftJRbJed,2020,0.0202,0.724,9,0.925,0.0,0.202,-1.393,1,0.0615,100.028,0.33,172147,4,57
35,Secret Story of the Swan,IZ*ONE,Oneiric Diary,spotify:track:7G6WuVZuTbF6JcnA9wOvsD,2020,0.131,0.703,7,0.941,0.0,0.319,-0.995,0,0.0808,102.969,0.758,192333,4,67
36,Ridin',NCT DREAM,Reload,spotify:track:0EMD15EVNwDlgGH2CH6ZEL,2020,0.178,0.549,1,0.903,0.0,0.0682,-1.483,0,0.045,150.009,0.513,201773,4,63
37,Answer,ATEEZ,TREASURE EPILOGUE : Action To Answer,spotify:track:3IdPtyJHB1WVPM4eCiCAKM,2020,0.0746,0.565,7,0.903,0.0,0.359,-1.918,1,0.0499,97.968,0.54,219760,4,64
38,DUMDi DUMDi,(G)I-DLE,DUMDi DUMDi,spotify:track:2fJ70dRX7J4jiVxKUQQp7C,2020,0.025,0.759,4,0.914,4.45e-06,0.076,-1.072,1,0.0592,123.047,0.674,210640,4,61
39,Adios,EVERGLOW,HUSH,spotify:track:0sq2QUCf3ykmfYxjCDWcir,2020,0.000588,0.633,10,0.706,0.0794,0.245,-5.137,0,0.0627,128.185,0.399,189147,4,64
40,Back Door,Stray Kids,IN LIFE,spotify:track:0XuepwFJUcKN8T5zTqoP0F,2020,0.157,0.82,7,0.842,0.0,0.112,-3.853,1,0.272,107.952,0.653,189287,4,76
41,NOT BY THE MOON,GOT7,DYE,spotify:track:1pmfd0ohjfh1qXPWvjaC1o,2020,0.0556,0.549,5,0.813,4.44e-06,0.207,-4.828,0,0.148,151.813,0.544,204702,4,58
42,DALLA DALLA,ITZY,IT'z Different,spotify:track:38rUIlTX93Aoif3WcY1wv6,2020,0.00116,0.79,11,0.853,4.23e-05,0.329,-4.564,0,0.0666,125.0,0.713,199874,4,69
43,Kill This Love,BLACKPINK,KILL THIS LOVE,spotify:track:6hvczQ05jc1yGlp9zhb95V,2020,0.323,0.763,2,0.835,0.00221,0.225,-5.234,0,0.191,131.875,0.645,191050,4,78
44,Can't You See Me?,TOMORROW X TOGETHER,The Dream Chapter: ETERNITY,spotify:track:2ecGP5xUE5126x6yHa7J6E,2020,0.0584,0.59,9,0.818,0.0,0.205,-2.988,0,0.0771,139.925,0.664,201445,4,69
45,Daechwita,Agust D,D-2,spotify:track:1Y7AZ3akqDipAyo6mmOQTy,2020,0.0229,0.65,8,0.827,0.0,0.121,-4.014,1,0.0599,144.995,0.223,225668,4,77
46,LA DI DA,EVERGLOW,-77.82x-78.29,spotify:track:6mIjJONoUMvGPT9Kzrab3L,2020,0.00108,0.477,3,0.85,0.0,0.0675,-1.486,0,0.0911,163.845,0.601,210893,4,68
47,Lovesick Girls,BLACKPINK,THE ALBUM,spotify:track:4Ws314Ylb27BVsvlZOy30C,2020,0.00559,0.654,6,0.707,0.0,0.0873,-5.661,1,0.0664,127.97,0.448,194765,4,75
48,So What,LOONA,[#],spotify:track:1ry2mTVmAJHbNLzl5qww5v,2020,0.0963,0.609,11,0.944,1.26e-05,0.222,-2.503,1,0.254,125.121,0.533,198001,4,54
49,Thumbs Up,MOMOLAND,Thumbs Up,spotify:track:2X1zCTkwxQRMkloiVlQ55e,2020,0.0889,0.744,10,0.988,7.94e-06,0.273,-1.388,0,0.0654,130.022,0.885,198200,4,49
